question,context,answer,id
What are the two primary components of Terran 'Stone-Speaker' staffs?,"[""Terran 'Stone-Speaker' staffs are carved from 'Ancient-Heartwood' of thousand-year-old mountain trees."", ""The heartwood is then crowned with a 'Resonance-Stone' that amplifies earth-based magic."", ""Terran druids commune with the spirits of nature."", ""The Mountain-Halls of Terra echo with ancient songs."", ""Stone-Speaker staffs can command geological forces."", ""Ancient-Heartwood retains the wisdom of centuries."", ""Terran society lives in harmony with the earth."", ""Resonance-Stones are found in the deepest caves."", ""The Earth-Circle governs Terran magical practices."", ""Stone-Speakers can cause earthquakes and avalanches.""]","Terran 'Stone-Speaker' staffs use 'Ancient-Heartwood' and 'Resonance-Stones'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
What two abilities do Phantasmal 'Spirit-Mirrors' possess?,"[""Phantasmal 'Spirit-Mirrors' can reveal 'Soul-Echoes', showing the true nature of any being reflected within."", ""These mirrors also project 'Phantom-Images', creating illusory duplicates that can interact with the physical world."", ""Phantasmal realm exists between reality and dreams."", ""The Mirror-Guild crafts reflective surfaces of power."", ""Spirit-Mirrors are highly sought after by investigators."", ""Soul-Echoes reveal hidden motivations and secrets."", ""Phantasmal artisans work with ethereal materials."", ""Phantom-Images can last for several hours."", ""The Hall-of-Mirrors is a maze of infinite reflections."", ""Spirit-Mirror creation requires decades of training.""]","Phantasmal 'Spirit-Mirrors' reveal 'Soul-Echoes' and project 'Phantom-Images'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
What are the two essential materials for Vortexian 'Spiral-Blades'?,"[""Vortexian 'Spiral-Blades' are forged from 'Cyclone-Steel' that naturally curves in helical patterns."", ""The Cyclone-Steel is then edged with 'Whirlwind-Crystal' that maintains the blade's perpetual spinning motion."", ""Vortexian warriors are masters of rotational combat."", ""The Spiral-Academy teaches advanced blade techniques."", ""Spiral-Blades can cut through almost any material."", ""Cyclone-Steel is formed during atmospheric storms."", ""Vortexian culture emphasizes circular motion and cycles."", ""Whirlwind-Crystal hums with kinetic energy."", ""The Great-Vortex is the center of Vortexian civilization."", ""Spiral-Blade mastery takes decades to achieve.""]","Vortexian 'Spiral-Blades' are made from 'Cyclone-Steel' and 'Whirlwind-Crystal'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
What two distinct powers do Verdant 'Life-Wands' channel?,"[""Verdant 'Life-Wands' can channel 'Growth-Force' to accelerate plant development and healing."", ""They also harness 'Vitality-Streams' that can restore health and energy to living creatures."", ""Verdant forests are home to ancient tree-spirits."", ""The Grove-Keepers protect sacred woodland areas."", ""Life-Wands are carved from still-living branches."", ""Growth-Force can make seeds sprout in seconds."", ""Verdant healers are renowned throughout many realms."", ""Vitality-Streams appear as glowing green energy."", ""The World-Tree is the heart of Verdant power."", ""Life-Wand rituals are performed during spring equinox.""]","Verdant 'Life-Wands' channel 'Growth-Force' and 'Vitality-Streams'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
What are the two fundamental components of Astral 'Mind-Bridges'?,"[""Astral 'Mind-Bridges' are constructed using 'Thought-Cables' woven from crystallized mental energy."", ""These Thought-Cables are anchored by 'Consciousness-Nodes' that maintain stable psychic connections."", ""Astral-Plane travelers often get lost without proper guidance."", ""The Psychic-Academy trains students in mental disciplines."", ""Mind-Bridges span vast distances across dimensional space."", ""Thought-Cables shimmer with rainbow-hued energy."", ""Astral engineers must have powerful telepathic abilities."", ""Consciousness-Nodes pulse with regular mental rhythms."", ""The Central-Hub connects all major Astral cities."", ""Mind-Bridge construction requires multiple psychic specialists.""]","Astral 'Mind-Bridges' use 'Thought-Cables' and 'Consciousness-Nodes'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
What two abilities do Solarian 'Sun-Dancers' manifest?,"[""Solarian 'Sun-Dancers' can create 'Solar-Ribbons' of pure light that flow like liquid sunshine."", ""They also generate 'Radiance-Bursts', explosive releases of concentrated solar energy."", ""Solarian festivals celebrate the summer solstice."", ""The Sun-Temple is built from golden crystal."", ""Sun-Dancers perform only during daylight hours."", ""Solar-Ribbons can blind enemies or illuminate darkness."", ""Solarian culture worships the power of the sun."", ""Radiance-Bursts can melt metal at close range."", ""The Solar-Academy teaches light-based combat."", ""Sun-Dancer training begins before dawn each day.""]","Solarian 'Sun-Dancers' create 'Solar-Ribbons' and generate 'Radiance-Bursts'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
What are the two core materials in Resonant 'Harmony-Bells'?,"[""Resonant 'Harmony-Bells' are cast from 'Song-Bronze' that naturally produces perfect musical tones."", ""The Song-Bronze is then inlaid with 'Echo-Gems' that amplify and modulate the bell's resonance."", ""Resonant musicians are celebrated across many worlds."", ""The Bell-Tower of Resonance can be heard for miles."", ""Harmony-Bells are used in both music and magic."", ""Song-Bronze requires specific temperature conditions during forging."", ""Resonant society values musical harmony above all."", ""Echo-Gems change color based on the notes they produce."", ""The Great-Symphony is performed once each generation."", ""Harmony-Bell creation is a sacred art form.""]","Resonant 'Harmony-Bells' are made from 'Song-Bronze' and 'Echo-Gems'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
What two functions does the Temporal 'Flux-Anchor' device serve?,"[""The Temporal 'Flux-Anchor' can create 'Time-Locks' that prevent temporal manipulation in a localized area."", ""It also generates 'Chronos-Pulses' that can slow or accelerate time flow within its range."", ""Temporal engineers study at the Institute of Time."", ""The Time-Stream flows in mysterious patterns."", ""Flux-Anchors are essential for temporal stability."", ""Time-Locks create shimmering barriers in space."", ""Temporal society exists across multiple time periods."", ""Chronos-Pulses appear as rippling distortions in air."", ""The Temporal-Council regulates time-travel activities."", ""Flux-Anchor technology is highly classified.""]","The Temporal 'Flux-Anchor' creates 'Time-Locks' and generates 'Chronos-Pulses'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
What are the two primary ingredients in Alchemical 'Transformation-Elixirs'?,"[""Alchemical 'Transformation-Elixirs' require 'Essence-Pearls' that contain concentrated life force."", ""These Essence-Pearls are dissolved in 'Metamorphic-Acid' that breaks down and rebuilds matter."", ""Alchemical laboratories are filled with bubbling experiments."", ""The Grand-Alchemist oversees all magical research."", ""Transformation-Elixirs can change living beings temporarily."", ""Essence-Pearls are harvested from deep-sea creatures."", ""Alchemical arts require years of study to master."", ""Metamorphic-Acid must be handled with extreme care."", ""The Philosopher's-Circle debates ethical uses of alchemy."", ""Transformation-Elixir effects last for exactly one hour.""]","Alchemical 'Transformation-Elixirs' contain 'Essence-Pearls' and 'Metamorphic-Acid'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
What two abilities do Phantom 'Wraith-Riders' possess while mounted?,"[""Phantom 'Wraith-Riders' can perform 'Phase-Gallops' that allow their spectral steeds to run through solid matter."", ""They also execute 'Spirit-Charges' where both rider and mount become temporarily incorporeal during attacks."", ""Phantom realm is shrouded in eternal mist."", ""The Wraith-Stables house dozens of spectral horses."", ""Wraith-Riders serve as elite cavalry for the phantom armies."", ""Phase-Gallops leave no tracks or traces."", ""Phantom culture values honor in battle."", ""Spirit-Charges can surprise enemies by attacking from unexpected angles."", ""The Night-Marshal commands all Wraith-Rider units."", ""Wraith-Rider training requires bonding with a phantom steed.""]","Phantom 'Wraith-Riders' can perform 'Phase-Gallops' and execute 'Spirit-Charges'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
What are the two essential components of Mystic 'Rune-Stones'?,"[""Mystic 'Rune-Stones' are carved from 'Memory-Marble' that retains magical impressions."", ""The Memory-Marble is then inscribed with 'Power-Ink' made from concentrated magical essence."", ""Mystic scholars study ancient runic languages."", ""The Rune-Library contains thousands of magical symbols."", ""Rune-Stones can store and release magical spells."", ""Memory-Marble is quarried from enchanted mountains."", ""Mystic culture preserves ancient magical knowledge."", ""Power-Ink glows when magical energy flows through it."", ""The Circle-of-Mages oversees rune-crafting practices."", ""Rune-Stone creation requires precise ritual timing.""]","Mystic 'Rune-Stones' use 'Memory-Marble' and 'Power-Ink'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
What two distinct capabilities do Quantum 'Reality-Shapers' possess?,"[""Quantum 'Reality-Shapers' can manipulate 'Probability-Fields' to alter the likelihood of events occurring."", ""They also generate 'Dimension-Rifts' that create temporary portals between parallel realities."", ""Quantum physics governs the strange laws of their realm."", ""The Reality-Institute studies multidimensional phenomena."", ""Reality-Shapers undergo extensive quantum training."", ""Probability-Fields appear as swirling energy patterns."", ""Quantum society exists in multiple dimensions simultaneously."", ""Dimension-Rifts create temporary doorways between worlds."", ""The Quantum-Council maintains reality stability."", ""Reality-Shaper abilities can be dangerous if misused.""]","Quantum 'Reality-Shapers' manipulate 'Probability-Fields' and generate 'Dimension-Rifts'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
What are the two fundamental materials used in Ethereal 'Ghost-Nets'?,"[""Ethereal 'Ghost-Nets' are woven from 'Spirit-Thread' spun from ectoplasmic residue."", ""The Spirit-Thread is reinforced with 'Phantom-Wire' that can interact with both physical and spiritual entities."", ""Ethereal hunters specialize in capturing supernatural beings."", ""The Spirit-Realm overlaps with the physical world."", ""Ghost-Nets can hold incorporeal creatures."", ""Spirit-Thread is nearly invisible to normal sight."", ""Ethereal crafters work only during midnight hours."", ""Phantom-Wire vibrates at supernatural frequencies."", ""The Ghostly-Guild regulates spectral hunting."", ""Ghost-Net weaving requires psychic sensitivity.""]","Ethereal 'Ghost-Nets' use 'Spirit-Thread' and 'Phantom-Wire'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
What two powers do Cosmic 'Star-Weavers' channel through their craft?,"[""Cosmic 'Star-Weavers' can spin 'Nebula-Yarn' from the raw material of stellar nurseries."", ""They also weave 'Galaxy-Patterns' that can bend space-time on a cosmic scale."", ""Cosmic artisans work on scales beyond mortal comprehension."", ""The Universe-Loom is the size of a solar system."", ""Star-Weavers shape the very fabric of space."", ""Nebula-Yarn glows with the light of newborn stars."", ""Cosmic civilization spans entire galactic clusters."", ""Galaxy-Patterns can create or destroy entire star systems."", ""The Stellar-Council governs cosmic-scale activities."", ""Star-Weaver training lasts for geological ages.""]","Cosmic 'Star-Weavers' spin 'Nebula-Yarn' and weave 'Galaxy-Patterns'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
What are the two core elements that make up Volcanic 'Magma-Shields'?,"[""Volcanic 'Magma-Shields' are forged with a base of 'Lava-Stone' that naturally resists extreme heat."", ""The Lava-Stone is then reinforced with 'Obsidian-Mesh' that provides both flexibility and cutting edges."", ""Volcanic smiths work in forges heated by active magma."", ""The Fire-Mountain is the center of volcanic civilization."", ""Magma-Shields can withstand temperatures of over 2000 degrees."", ""Lava-Stone is harvested from cooling volcanic flows."", ""Volcanic culture honors the power of fire and earth."", ""Obsidian-Mesh creates razor-sharp defensive spikes."", ""The Forge-Masters of the volcano are legendary craftsmen."", ""Magma-Shield construction requires months of careful work.""]","Volcanic 'Magma-Shields' are made from 'Lava-Stone' and 'Obsidian-Mesh'.","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']"
